selected_0,selected_1,selected_2,selected_3,selected_4,selected_5,selected_6,selected_7
0.5075488,0.90515304,-0.23165062,0.24932183,-0.055675212,0.051913355,0.34678292,-0.101700924
-0.41540217,0.107198276,-0.04895223,-0.6814351,-0.29675102,-0.096901946,-0.13123654,0.026014002
0.016257785,2.0902193,-1.2770628,-0.8209894,0.26402804,0.5397738,0.17418785,-1.3016223
0.38676226,0.78824633,0.24230859,0.10603245,0.7994953,-0.00015613443,-0.06368563,0.11568528
0.93682027,1.0887332,0.38173738,-0.367091,1.2622312,-0.83369577,-1.020509,0.7519721
0.15621236,0.20294105,1.2052921,0.06439696,0.3286355,-0.94885886,-1.0975583,0.5989879
-0.11043412,0.7700763,-0.5037756,0.08579963,-0.5541474,-0.29056868,0.3387246,-0.6905664
0.010669234,0.04976911,-0.085131265,-0.11846083,-0.03500101,-0.021512372,-0.046785217,0.011362529
-0.46686655,0.25756627,0.31473923,-0.64549255,-0.20302834,-0.017148053,-0.30874312,0.11883647
-0.9022288,-1.5014085,2.0817413,0.81600565,2.4413793,0.43740958,-1.4117675,1.977152
-0.25245726,0.5379939,-0.46717197,-0.7762338,-0.26583552,-0.2679059,0.38232866,-0.11211666
-0.041417032,-0.13742386,-0.61203396,0.5044288,0.1508362,-0.04157289,-0.05521635,-0.5944845
-0.061666854,0.1428458,-0.018588308,-0.21046875,-0.3900185,-0.28817677,-0.27332738,-0.11084732
-0.24818303,0.0169431,1.1210557,-0.26523647,0.7422181,0.015620219,-0.5103591,0.9522353
-0.9113756,-1.462639,1.2191119,0.7907569,1.1735617,-0.19649364,-1.5151092,0.5232938
-0.053927697,0.0803386,0.4426001,0.08639455,0.25289682,0.13544862,-0.15918274,0.19517387
-0.08541999,1.0670565,0.26912415,-1.0773891,0.2568219,-0.21164332,-0.2294935,-0.07056575
0.021522269,0.022030305,0.05621864,0.05186407,0.04204047,0.030759241,-0.026576,0.06443869
0.14990468,-0.22697194,-0.43117154,0.40695193,-0.018837111,-0.37412137,-0.274305,-0.39654803
-0.40983018,-0.673987,1.4734557,0.44840434,1.9728307,0.5756192,-1.1653659,1.2435197
-0.12475379,0.79873127,0.7458369,-0.9643237,1.2914197,0.29705533,-1.0053995,0.3678025
2.5649085,3.7139804,1.467085,-0.6597099,3.4050536,-2.588612,-2.545935,3.4220152
-0.49628633,-0.7697109,-0.1304672,0.16328493,0.46643803,0.35781577,-0.0012472941,0.12402254
-0.25964838,0.37978852,-0.21262796,-0.30636442,-0.39009234,0.1246952,-0.23538898,-0.5098022
0.21923523,0.50614446,-0.62766665,-0.10855176,0.18353446,0.16305284,0.12415043,-0.14278378
-0.33709386,-0.3749618,-0.025927953,-0.18603909,0.078289226,0.08053338,-0.05730455,0.10816889
0.22763348,-0.32421356,-0.1909718,0.40637648,1.7537621,-0.44165054,-1.2162899,0.07428202
-1.8932811,-2.0927956,1.3653301,-1.8432412,1.7183475,0.39946005,-1.3270618,0.93251616
-0.1708693,0.13499181,0.20129949,-0.434761,0.036990322,-0.1067048,-0.101263486,0.03331533
0.22299075,0.2574121,-0.00041540514,-0.2422013,0.06980811,-0.33296987,-0.3027164,-0.3514822
-0.60233665,-0.047183715,-0.27603877,-0.33269882,-0.23129669,0.15237997,-0.4364806,-0.5073401
0.51576895,1.6778808,0.9773079,-0.7490972,-0.17124242,-0.8989593,-0.70578486,0.41874215
-0.25977528,0.6557098,0.82096446,-0.65177685,1.7774962,0.7010513,-0.56218475,0.9625478
-0.061435528,0.50848645,-0.1961575,-0.30452958,-0.0693045,-0.0608162,0.3412015,-0.118800715
