selected_0,selected_1,selected_2,selected_3,selected_4,selected_5,selected_6,selected_7
-0.09193614,0.18254247,0.44465983,-0.48764667,-0.09312692,-0.35957426,-0.28071097,0.26863277
0.19163309,0.90040797,-0.7088878,-0.55760586,-0.31055725,-0.22116077,-0.05293658,-0.48312965
-0.46257997,0.5615033,-0.9014267,0.26275614,-0.97523737,-0.2706609,-0.11187655,-1.7563964
-0.03735244,0.19552281,-0.42861807,-0.023190377,-0.14813408,0.08247405,0.2412768,-0.17841387
-0.07304127,0.032710306,0.36040944,-0.30046067,-0.016327016,-0.19985297,-0.13776521,0.2950685
-0.5073348,-0.25450104,0.33561176,-0.6499964,-0.086424895,-0.093321815,-0.2672518,0.08530611
0.6902484,1.0283853,-0.01861468,-0.5414856,0.9987413,-0.8831085,-1.0608197,0.2756699
-0.33275577,1.1927934,-0.95811933,-0.3790627,-1.0967748,-0.27803525,0.41075712,-1.2165236
-0.04310609,0.33294505,-0.26517043,-0.16503887,-0.33531585,-0.1862916,-0.025577895,-0.2729327
-0.027440822,0.3059433,0.27799132,0.57508594,0.85891736,0.6287074,-0.012820586,-0.044374857
-0.13640441,0.3274068,-0.284249,-0.22670634,0.012888618,0.1789007,0.11919572,-0.41477782
0.04153009,0.29069206,0.25970605,-0.04663502,-0.1057869,-0.20804998,-0.05955163,0.046433486
-0.9949012,-1.6674571,0.76050425,1.0204762,1.8936781,0.5671399,-1.0218241,0.8580377
0.43512207,1.2197741,0.30411473,-0.66039795,0.14694914,-0.37033468,-0.15618148,-0.008050692
-0.666851,-0.65040874,-0.18679237,-0.12065241,0.11034006,0.3211065,-0.18114987,-0.05167334
-0.5315266,-1.1153615,0.5234909,1.403982,1.0929613,0.059130657,-0.89948404,0.25003746
0.23987135,1.3947637,-0.07944173,-1.1076083,0.28107327,-0.36100075,-0.4665726,-0.26288047
0.2528785,0.122410014,-0.41617206,0.026581138,-0.04856789,-0.41867292,-0.22467749,-0.2695786
0.020818565,0.34363952,-0.26036015,-0.28724226,-0.14200674,-0.11124156,-0.0619339,-0.26063922
0.31498384,0.50485134,-0.061009087,-0.20531514,0.5144318,-0.034243062,-0.23606111,0.06262079
-0.20620732,0.5706874,-0.4529709,-0.47165674,-0.72528565,-0.1783013,-0.13959283,-0.31127167
-0.10103363,1.0400555,-0.7247814,-0.39740354,0.035612296,0.41096127,0.36358738,-0.504969
0.36128774,1.3420612,0.8687797,-0.7475315,-0.28725597,-0.90466344,-0.7944376,0.36292425
-1.3869383,-1.6288639,1.1548523,-1.3546336,1.1543434,0.06594044,-1.1726301,1.1251931
0.10246409,-0.00552898,-0.8476613,0.31747398,-0.24505205,-0.62364066,-0.18434669,-0.6008227
-0.18977964,-0.123063475,0.39069435,0.12360634,0.35619754,0.052441213,-0.2326878,0.3309948
-0.24382293,0.18197474,0.36662167,-0.5941793,-0.005635265,-0.18086533,-0.13131449,-0.0034519897
-0.022011314,0.4559138,-0.15017033,-0.610303,-0.3206179,-0.30670258,-0.048169207,-0.04505137
-0.08908615,1.0592365,0.55315346,-0.262701,-0.1707411,-0.10741705,-0.48727843,0.013440487
-0.5154859,-0.5095052,0.1006099,-0.038943667,0.41270298,0.42335346,-0.2046504,-0.11779345
0.18843341,1.7346805,0.36647752,-1.3616282,0.043599136,-0.2428577,-0.6452593,-0.1596542
-0.005067052,0.80315304,-0.37916446,-0.63077486,-0.038791534,-0.08528768,-0.20959106,-0.42800272
-0.900811,-1.1733247,0.5511837,0.007477324,0.6893681,0.3133925,-0.6712218,0.55374783
-0.49900138,1.2721698,-0.691696,-0.26925576,-0.12688223,0.77653635,0.40095028,-1.1361572
0.33789396,0.27095264,-0.45634043,-0.22940372,-0.063221626,-0.6565313,-0.21473688,-0.2632282
0.07554869,0.33650687,-0.08848269,-0.009684492,-0.19649012,-0.02704415,-0.33189195,-0.41745296
0.2697771,-0.030375594,0.39242047,0.4869845,1.3060907,-0.16265143,-0.62403136,0.8218381
-0.053178925,0.54458165,-0.48030794,-0.8004214,-0.37470612,-0.6048875,-0.023603853,-0.27569875
-0.11750893,0.21204732,-0.6554842,0.13929082,-0.52272993,-0.23363528,0.0060054455,-0.65903217
-0.5629487,-0.75572276,0.31019008,0.6138418,1.3025712,0.8152278,-0.30077708,0.20982757
-0.016268127,0.28817028,0.51260436,-0.5118242,0.22124529,-0.20965782,-0.5337637,0.094146505
-0.29580876,0.19810317,0.48439014,-0.34863335,1.0059144,0.539462,-0.5426998,-0.010694796
-0.17759617,0.49173984,-0.9608812,-1.0208048,1.5131257,-0.14063779,-1.6356814,-0.5974578
-0.551405,0.17260322,0.21942973,-0.4303661,0.12775172,0.19524336,-0.74097604,-0.2443642
0.1570728,0.37201843,-0.9280035,0.22113262,-0.5462314,-0.7768571,0.17160761,-0.6739246
0.20813735,1.3209317,0.27254167,-0.4532513,1.5093083,0.29413852,0.3107428,0.7106002
-1.2330203,-1.1509472,0.53312,-0.034598716,1.613314,0.33644256,-0.75172347,0.6908112
0.08515472,0.43501168,0.1692334,-0.0407135,0.62474114,0.45135126,0.58700997,0.39428982
-0.05828463,0.25403038,-0.6034433,-0.19823304,-0.31681082,-0.03694035,0.015250111,-0.32401815
0.41646117,0.24290924,-0.06489897,-0.14119336,0.24349068,-0.5309415,-0.44979522,0.047031887
-0.42281145,1.0068824,-0.32056674,-0.87702215,-0.46858352,-0.074446835,0.3827614,-0.4297196
-0.1655694,0.6036281,-0.025998956,-0.6579116,-0.46917662,-0.20068577,-0.017570926,-0.13177322
-0.123333916,0.32350758,-0.6195809,-0.32903293,-0.63569045,-0.48424104,0.024784375,-0.48001012
-0.070971556,0.17704245,-0.237334,0.017773902,0.019201918,0.20485058,0.022550557,-0.18283218
-0.15294062,-0.2172269,-0.077841714,0.37136686,0.38589153,0.39489526,0.18585311,0.070456274
0.114767976,0.35735813,-0.5806729,-0.038801257,0.1711625,0.081693105,0.14725755,-0.4179565
-0.4995385,0.0058812476,0.059404954,2.4724858,0.27387488,-0.6898035,0.05922438,-1.6633947
0.013017572,0.174825,-0.552899,0.0045135627,-0.26249075,-0.27921787,0.15396518,-0.28370425
-0.5353499,1.4345083,-0.32148677,-1.0712757,-0.8294175,-0.054585546,0.42259595,-0.7193489
0.30365098,0.46561766,-0.13657357,0.031485315,-0.39750883,-0.9287572,-0.23593758,-0.54658866
-0.1920696,0.30357778,-1.0784396,0.45190907,-0.6419203,-0.5513296,0.09126446,-1.1780965
-0.66862977,-1.0101672,0.027374737,0.3220528,0.9505433,0.23725824,-0.15364905,0.35225955
0.07703621,0.8382582,-0.30392727,-0.61174625,-0.6573663,-0.53392315,0.021467766,-0.1952052
-0.9042242,-1.3564466,0.3695287,0.52931285,0.49028987,-0.012006831,-1.2369347,-0.27494666
-0.13134478,0.5448354,0.30931276,0.20904322,0.86915845,0.6774253,0.09276927,-0.039159242
0.17090538,0.33290434,-0.684248,-0.0047903685,-0.040215675,-0.2725112,-0.011525559,-0.7067442
0.19681019,0.6788732,0.17908008,0.048477083,-0.20402138,-0.10884156,-0.104356535,-0.15050636
0.13193771,0.5172905,-0.7110606,-0.43490618,-0.12462312,-0.15840946,0.011160495,-0.45097283
-1.0219473,-1.5744562,0.825549,0.46564195,1.0545202,-0.0015191672,-1.1497283,0.44092545
0.088872135,0.75635594,-0.9374415,-0.10274905,0.5610671,0.48902905,0.30518514,-0.19430612
-1.1541388,-1.6164677,0.22749932,-0.12193503,0.8925615,0.54380405,-0.38061732,0.50537324
-0.6802145,-1.4026351,1.3875704,0.8306837,3.5049589,0.5001074,-2.2346783,1.3827442
-0.57207566,0.08708306,0.06556402,-0.85611504,-0.17520122,-0.080500394,-0.44586876,-0.02850705
-0.10838842,0.4327649,-0.20451799,0.16883682,-0.48207346,-0.1863689,-0.16728908,-0.54046357
-0.17209987,0.16957244,0.17008522,-0.5966258,-0.317389,-0.42302877,-0.16628173,0.039660767
-0.051307544,0.10554848,-0.36078554,0.062371414,-0.29783976,-0.072888404,-0.18271306,-0.34655944
0.06555323,0.80559987,-1.0511763,-0.11220723,-0.24654825,0.08563771,0.5041285,-0.49153355
-0.5283511,-0.4324005,0.42253157,-0.21721473,0.8002336,0.21548988,-0.10175611,0.6239099
0.1261942,0.027251553,-0.17637303,-0.24575287,0.11423098,-0.69960594,-0.39385027,-0.0066821845
-0.2204362,0.10727206,1.0784292,-0.625819,0.4382172,-0.2687942,-0.63967246,0.767526
0.82807714,1.6844199,0.9199293,-0.048758905,-0.025725907,-1.0732466,-0.07260399,0.28572375
-0.46664968,-0.76411206,0.3025183,0.1430155,0.38731557,0.07111816,-0.6895846,-0.22716467
-0.73879826,0.7478633,-0.39694992,-1.5663332,-0.9420727,-0.33643585,-0.1772271,-0.20114931
0.017595215,0.45557198,-0.027960198,-0.47899482,0.030133303,-0.22206582,-0.15444721,-0.1735924
-0.10906276,0.57537955,-0.8557577,-0.5440503,-0.77053946,-0.33092844,0.11823542,-0.47561648
0.7690919,0.9485358,0.7000822,-0.019077383,0.92292744,-1.3408898,-1.1125908,1.1140372
-0.15514697,1.3639541,1.5378075,-2.010733,2.7893996,-0.2821244,-3.5785196,0.7724031
0.009272884,0.31192395,-0.44257936,-0.016641961,0.055578,0.20215173,0.14472133,-0.17339613
-0.47804564,-0.6072104,-0.28184953,0.15997711,-0.04771064,0.08652312,-0.40126678,-0.30865133
0.86934584,0.65533954,0.027405221,-0.40281948,2.0875342,-1.910626,-2.138579,1.6180393
-0.021860693,0.019824002,-0.041203085,0.33460736,0.109837204,0.062736705,-0.18108244,-0.28141597
-0.27157238,0.64320004,-0.25130427,0.029587917,-0.26488018,0.27053377,-0.24258192,-1.0028313
-1.4958795,-1.7258905,0.049134694,1.0519656,2.0131521,-0.85729724,-2.8443282,-1.5506291
-0.18595468,0.28754827,-0.10644841,-0.5354717,-0.018108366,-0.10079656,-0.31294677,-0.20056985
0.0071123764,0.15153003,0.0149061,-0.19887948,-0.18057427,-0.32815817,-0.054552548,-0.010731372
-0.7827729,-0.7364132,0.6613449,-0.070134096,1.2526653,0.44283682,-0.71869624,0.47723085
0.3697067,0.43681663,-0.12309324,-0.111459196,0.08034485,-0.4946255,-0.18962432,-0.23550977
0.007388443,0.16220157,-0.317207,-0.07934936,-0.12137893,-0.037401717,0.008094748,-0.20710924
-0.2799074,-0.3723669,0.04992793,-0.1293601,0.15343764,0.14247723,0.024157554,0.06082253
-0.87560356,-0.93906474,0.37899977,-0.0298735,0.8459759,0.33731464,-0.6570499,0.12743561
0.07023696,0.5632617,-0.35819444,-0.16094632,-0.56218565,-0.61722624,0.29078013,-0.2638318
0.092170194,0.32511652,-0.46861666,-0.11703179,-0.24944343,-0.11131984,0.048927993,-0.19657317
-0.103171535,0.1360785,0.10833314,0.1353356,-0.17630672,-0.09396076,-0.11508736,-0.17154597
0.018251916,0.30327073,-0.042523935,-0.12676871,-0.32647026,-0.2933628,-0.08774598,-0.17562416
-0.23803863,0.7937443,-0.5394857,0.10281392,-0.41651213,0.06770726,0.54521304,-0.7869301
-0.40598595,-0.6058463,0.1283693,-0.11617264,0.23227122,0.113991804,-0.24873114,0.04170529
0.017832598,1.1709957,-0.12941472,-0.38005206,-0.28531078,0.09639669,0.20930187,-0.36449024
-0.7238176,-0.7759884,0.17056441,0.15597682,1.3027794,0.6512723,-0.10934873,0.36901444
-0.189852,0.0008430504,-0.022188256,-0.4420392,-0.23686399,-0.41821754,-0.16494839,0.05535267
-0.08087805,0.421708,0.7479088,-0.35446975,0.15288971,-0.0876363,-0.3685127,0.24979846
-0.4827659,-0.11363869,-0.06263326,-0.6772088,-0.23557834,-0.2444106,-0.16725841,0.08369806
-1.874461,-2.268229,1.1761492,2.0353382,0.9174281,-0.8862142,-3.2325048,-0.49506262
-0.078893915,-0.5756959,0.4928705,0.5847428,0.44630754,-0.20067063,-0.736051,0.36285356
-0.063751444,0.48865962,-0.06514953,0.11325187,-0.38182727,-0.5366169,-0.017745804,-0.6865695
-0.78013885,-1.1093813,1.1497595,0.8894308,2.6288984,0.99536467,-0.88403624,1.6429152
0.22690432,0.31476882,0.07686333,-0.12567285,-0.10911143,-0.08201136,-0.3105188,-0.08529678
-0.10085725,0.35370377,-0.44453067,0.007809137,-0.3265918,-0.11518461,-0.02922877,-0.7408172
-0.05939132,0.046426617,-0.27548984,-0.14564714,-0.021986201,0.015324896,0.099406205,0.018163225
0.43323687,1.1191926,0.54410464,0.06389017,0.2782216,0.023701943,0.10901974,0.42173907
0.022449115,0.27154037,0.22639577,-0.33591878,0.10155821,-0.21749862,-0.26895088,-0.0034214677
-0.46653074,-0.19059367,0.4906771,0.21472792,1.2002329,0.8908326,-0.029384073,0.43177593
-0.1940428,0.10994335,0.6772649,-0.40435246,0.8025143,0.50427026,-0.23761421,0.3147039
-0.29968297,0.9576081,-0.40794596,-0.8365512,-0.59664685,-0.10373804,0.25703782,-0.42063054
-0.28857577,0.028402256,-0.24666013,-0.12807228,-0.2745666,0.056559287,-0.26598078,-0.2257568
-1.0258473,-0.7703753,0.599414,-1.2493159,1.7176299,0.011154702,0.16361186,0.9451156
0.2661769,1.6397109,-0.017080085,-0.056177877,-0.51242095,-0.09772745,0.5340793,-0.5919308
-0.529189,-0.90083605,0.7594546,0.508539,1.1788534,0.3964205,-0.43312567,0.92148525
-0.5513733,-0.9445183,0.5119408,0.62590295,1.149104,0.45361027,-0.4141056,0.6678368
-0.43555337,-0.4938903,-0.03920714,0.040958308,-0.001411105,-0.025901014,-0.38499296,-0.15229508
-0.3594613,-0.7291317,0.9357341,0.13288745,1.4147404,0.22972943,-0.6350115,0.8055361
0.14838153,-0.05668554,-0.42230546,0.20318685,-0.2476637,-0.77171224,-0.31565416,-0.37646085
-0.20679283,-0.8344367,-0.109906554,0.95980483,0.7690633,0.32468402,-0.08993516,0.25096074
0.6971252,2.6389644,1.2135223,-0.268842,0.3604426,-1.0666659,-0.91519177,-0.12020349
